Bedrooms,Bathrooms,Status,Size,Location,Price,Facing,Type
0,0,0,1818,22,35.35,0,3
0,0,0,1719,22,31.51,1,3
0,0,0,1395,13,27.9,1,3
0,0,0,1890,13,37.8,1,2
0,0,0,1467,13,29.16,8,0
0,0,0,1458,13,29.16,8,0
0,0,0,1440,13,28.8,8,0
0,0,0,2700,31,50.7,2,2
0,0,0,1503,31,54.0,1,0
0,0,0,1944,13,25.92,1,2
0,0,0,1971,13,26.28,1,2
0,0,0,2016,13,26.88,1,0
0,0,0,2034,13,27.12,8,3
0,0,0,2052,13,26.22,8,3
0,0,0,2097,13,26.22,8,3
0,0,0,1881,13,25.08,1,3
0,0,0,1890,13,25.2,1,3
0,0,0,3996,13,53.28,0,3
0,0,0,2763,13,36.84,0,3
0,0,0,280,13,33.6,0,3
0,0,0,2142,13,44.03,0,3
0,0,0,1503,22,27.55,0,3
0,0,0,1557,22,28.54,0,3
0,0,0,2763,13,36.84,1,3
0,0,0,1935,13,25.8,1,3
0,0,0,280,13,33.6,1,3
0,0,0,2187,22,48.6,4,3
0,0,0,3942,13,50.37,3,3
0,0,0,1953,22,43.4,4,3
0,0,0,3483,13,46.4,3,3
0,0,0,1476,22,26.07,0,3
0,0,0,2574,22,47.19,0,3
0,0,0,3366,13,44.88,3,3
0,0,0,1764,22,31.16,8,3
0,0,0,2439,13,32.52,3,3
0,0,0,1350,22,23.85,8,3
0,0,0,1989,13,26.52,3,3
0,0,0,1818,22,40.4,0,3
0,0,0,1854,13,24.72,1,3
0,0,0,1863,13,24.84,8,3
0,0,0,4077,13,54.36,0,3
0,0,0,2394,13,30.59,8,3
0,0,0,2862,22,63.6,7,3
0,0,0,2403,13,32.04,8,3
0,0,0,2943,13,39.24,8,3
0,0,0,1764,22,31.16,0,3
0,0,0,2304,13,30.72,4,3
0,0,0,1350,22,23.85,8,3
0,0,0,2376,22,43.56,0,3
0,0,0,1971,22,36.13,0,3
0,0,0,2430,13,27.84,0,3
0,0,0,1908,22,33.7,8,3
0,0,0,2052,13,26.22,8,3
0,0,0,2097,13,27.96,8,3
0,0,0,2142,13,28.56,8,3
0,0,0,2169,13,28.92,8,3
0,0,0,2187,13,29.16,8,3
0,0,0,2232,13,29.76,8,3
0,0,0,2385,13,31.8,8,3
0,0,0,2016,13,26.88,8,3
0,0,0,2394,13,27.12,8,3
0,0,0,3024,13,60.48,1,3
0,0,0,1458,13,19.44,1,3
0,0,0,1305,20,17.4,0,3
0,0,0,1440,13,19.2,1,3
0,0,0,1350,20,18.0,0,3
0,0,0,1278,20,17.04,0,3
0,0,0,1602,20,35.6,6,3
0,0,0,1215,20,15.52,8,3
0,0,0,1413,20,18.05,8,3
0,0,0,173,13,31.14,8,3
0,0,0,1512,13,30.96,8,3
0,0,0,1512,13,30.24,8,3
0,0,0,1503,13,30.06,8,3
0,0,0,1467,13,29.34,8,3
0,0,0,1458,13,29.16,8,3
0,0,0,1440,13,28.8,8,3
0,0,0,1395,13,27.9,1,3
0,0,0,2340,13,48.1,0,3
0,0,0,1908,13,39.22,0,3
0,0,0,3150,13,63.0,8,3
0,0,0,1710,13,34.2,8,3
0,0,0,1395,13,27.9,8,3
0,0,0,1458,13,29.16,8,3
0,0,0,2088,13,42.92,0,3
0,0,0,1953,13,40.14,0,3
0,0,0,2142,13,44.03,0,3
0,0,0,1890,13,37.8,8,3
0,0,0,1647,7,33.85,0,3
0,0,0,2142,7,42.84,1,3
0,0,0,1260,20,16.1,8,3
0,0,0,1251,20,15.98,8,3
0,0,0,1458,20,19.44,1,3
0,0,0,1503,22,30.89,0,3
0,0,0,1278,20,17.04,1,3
0,0,0,1647,22,33.85,0,3
0,0,0,2142,13,44.03,0,3
0,0,0,1395,13,2.79,8,3
0,0,0,3942,13,87.6,3,3
0,0,0,2943,13,58.86,8,3
0,0,0,3222,22,64.44,8,3
0,0,0,1647,22,32.94,8,3
0,0,0,1962,22,40.33,0,3
0,0,0,2169,13,44.58,8,3
0,0,0,2385,13,47.7,8,3
0,0,0,2088,13,27.84,1,3
0,0,0,1953,13,26.04,1,3
0,0,0,1809,13,24.12,1,3
0,0,0,1773,13,23.64,1,3
0,0,0,1557,13,20.76,1,3
0,0,0,1557,22,32.0,0,3
0,0,0,2403,13,32.04,1,3
0,0,0,1782,22,35.64,8,3
0,0,0,2943,13,39.24,8,3
0,0,0,1674,13,32.94,8,3
0,0,0,3213,13,71.4,4,3
0,0,0,1602,13,32.04,8,3
0,0,0,2142,13,42.84,8,3
0,0,0,2142,13,28.56,1,3
0,0,0,2169,13,28.92,1,3
0,0,0,1503,13,30.06,8,3
0,0,0,1899,13,39.03,0,3
0,0,0,2187,13,29.16,1,3
0,0,0,2232,13,29.76,8,3
0,0,0,1746,13,35.89,8,3
0,0,0,1746,13,35.89,0,3
0,0,0,1809,13,37.18,0,3
0,0,0,2520,13,51.8,0,3
0,0,0,1863,13,71.59,1,3
0,0,0,1755,13,35.89,1,3
0,0,0,1719,22,31.51,7,3
0,0,0,1278,20,17.04,0,3
0,0,0,1071,20,16.33,8,3
0,0,0,1458,20,19.56,0,3
0,0,0,1278,20,16.33,8,3
0,0,0,990,78,8.21,0,3
0,0,0,972,74,8.1,0,3
0,0,0,1503,31,20.87,0,3
0,0,0,1503,31,29.0,1,3
0,0,0,1503,31,54.0,3,3
0,0,0,1350,0,6.0,0,3
0,0,0,1683,31,27.3,0,3
2,2,1,1350,45,60.0,1,3
4,4,1,1152,45,79.5,0,3
2,2,3,1152,45,55.0,1,3
2,2,1,1215,26,36.45,1,3
2,2,1,1170,45,55.0,1,3
3,3,1,1625,26,48.75,1,3
3,3,1,1715,26,51.45,1,3
3,3,1,1625,26,48.75,1,3
2,2,1,1350,26,75.0,1,3
0,0,0,1494,31,16.5,0,3
0,0,0,1350,20,18.75,1,3
0,0,0,1017,28,5.0,1,2
0,0,0,1332,28,8.88,1,2
0,0,0,1017,28,4.0,0,2
0,0,2,2400,29,40.2,1,0
0,0,0,1450,20,19.98,1,2
0,0,0,1017,28,2.99,1,0
0,0,0,1359,55,17.5,1,0
3,2,1,1530,5,69.0,1,0
1,1,1,738,18,45.0,1,2
2,2,1,1534,18,61.36,1,3
2,2,1,1125,17,28.0,1,3
2,2,1,1030,17,29.0,1,3
2,2,1,820,51,37.0,1,3
4,3,1,2430,17,100.0,1,3
3,3,1,1719,17,55.0,1,3
2,2,1,1215,17,40.0,1,3
3,3,1,1500,19,60.0,1,3
2,2,3,1044,34,43.85,1,3
2,2,1,1250,18,50.0,1,3
2,2,1,1010,26,35.0,1,0
3,3,3,1250,45,60.5,1,0
2,2,3,1200,49,45.0,1,4
2,2,3,1200,49,45.0,1,0
2,2,3,1200,49,45.0,1,0
2,2,3,1200,49,45.0,1,0
2,2,1,1250,26,29.0,1,0
3,3,1,1852,23,69.5,1,0
2,2,1,800,56,55.0,1,0
2,2,1,1200,56,35.0,1,0
2,2,1,1320,32,48.0,1,0
2,2,1,900,66,29.0,1,0
3,3,1,1500,31,52.0,1,1
2,2,1,800,56,32.0,0,0
2,2,3,1100,31,39.0,0,0
3,3,3,1250,45,60.5,1,0
1,1,1,150,17,14.0,1,0
2,2,1,1200,76,45.0,1,0
2,2,3,1150,7,45.0,1,2
2,2,1,1266,17,45.57,1,0
4,4,1,2200,17,90.0,1,1
2,2,1,1260,32,57.5,0,0
2,2,3,1200,45,53.0,1,5
3,3,1,1402,70,66.0,1,0
2,2,1,1150,79,33.0,1,0
3,3,1,2000,32,84.0,1,0
2,2,1,1250,63,62.0,1,2
2,2,1,1266,34,43.67,1,1
1,2,1,400,61,37.0,1,2
2,2,1,1200,31,35.0,1,0
2,2,1,1289,74,38.5,1,2
2,2,1,900,16,47.0,1,0
2,2,1,2000,43,75.0,1,2
3,2,1,1585,56,72.0,1,5
2,2,1,1000,17,30.0,1,2
3,3,1,1500,67,95.0,1,0
3,3,1,1853,38,89.9,1,0
0,0,0,3366,84,82.3,1,0
0,0,0,1881,31,45.0,1,0
0,0,0,1098,31,34.0,1,0
0,0,0,2430,31,15.0,1,2
0,0,0,999,51,84.0,1,0
0,0,0,1800,1,65.0,1,0
0,0,0,2394,17,33.0,1,0
0,0,0,837,9,60.0,1,3
0,0,0,3267,38,76.0,1,3
0,0,0,909,86,35.0,1,3
0,0,0,1620,18,72.0,1,3
0,0,0,2700,18,100.0,1,3
0,0,2,1314,2,45.26,8,3
0,0,2,1728,13,30.72,0,3
0,0,0,25,7,8.0,1,3
0,0,2,1287,31,14.0,1,3
0,0,2,2060,4,85.0,1,3
0,0,0,300,28,24.0,1,3
0,0,2,1728,28,4.0,1,3
0,0,0,1350,53,15.0,0,3
0,0,2,1320,17,30.93,2,3
0,0,2,2250,13,40.0,1,3
0,0,2,1080,58,19.2,4,3
0,0,2,1872,77,120.0,4,3
0,0,2,2040,4,85.8,8,3
0,0,2,2040,4,85.8,8,3
0,0,2,2040,4,85.8,8,3
0,0,2,2040,4,85.8,8,3
0,0,0,2394,80,19.95,0,3
